order_item_id,order_id,product_id,quantity,price
190,9,903,4,12
191,382,921,2,5
192,307,826,5,6
193,256,67,5,3
194,61,570,4,2
195,79,321,2,11
196,211,916,2,20
197,401,323,4,11
198,431,951,3,8
199,150,426,5,3
200,449,378,4,3
201,236,618,4,18
202,343,430,2,16
203,128,8,3,20
204,171,34,4,15
205,245,308,4,2
206,16,873,3,5
207,386,669,2,5
208,329,614,4,16
209,441,810,5,4
210,310,643,5,8
211,283,842,5,15
212,165,102,4,6
213,406,781,2,10
214,187,716,5,15
215,298,184,3,9
216,189,665,2,3
217,154,710,3,7
218,391,785,1,8
219,54,568,5,11
220,460,693,4,7
221,324,910,4,1
222,166,360,4,7
223,287,852,3,10
224,336,869,5,13
225,453,498,4,4
226,461,930,2,18
227,247,861,3,4
228,406,378,1,10
229,1,817,4,12
230,222,783,1,18
231,137,751,3,2
232,231,421,4,19
233,64,411,4,14
234,115,752,2,6
235,73,17,2,14
236,38,3,3,16
237,283,651,3,7
238,198,110,1,9
239,135,4,3,12
240,58,446,2,5
241,426,581,2,13
242,6,594,3,7
243,36,209,2,3
244,490,817,4,16
245,375,796,4,7
246,268,790,3,10
247,245,507,2,8
248,404,521,3,7
249,392,878,3,10
250,161,917,2,17
251,182,560,2,11
252,291,683,4,19
253,297,46,2,15
254,60,895,4,2
255,7,228,2,7
256,227,530,5,7
257,86,546,5,3
258,242,169,3,4
259,176,505,5,15
260,315,596,4,18
261,148,912,5,5
262,413,330,5,6
263,238,553,2,6
264,171,71,4,12
265,101,590,3,5
266,156,904,2,16
267,386,872,1,19
268,407,389,2,11
269,70,713,3,5
270,88,908,4,18
271,262,597,5,2
272,42,3,3,9
273,160,472,3,15
274,125,461,4,2
275,4,475,3,4
276,433,110,2,19
277,236,561,3,17
278,4,39,4,18
279,372,43,3,15
280,308,52,3,14
281,5,529,4,11
282,311,936,2,8
283,435,217,3,14
284,148,739,4,10
285,8,931,2,20
286,37,795,1,13
287,210,926,2,7
288,484,379,5,13
289,398,403,2,10
290,329,276,3,8
291,385,175,2,9
292,40,967,3,7
293,405,296,2,10
294,243,158,2,7
295,245,163,4,16
296,480,299,4,7
297,255,671,4,7
298,189,246,4,2
299,269,536,5,11
300,103,485,5,2
301,447,908,1,20
302,70,343,2,2
303,325,444,3,6
304,90,562,5,19
305,485,39,5,19
306,284,460,4,5
307,215,117,4,18
308,82,759,2,16
309,69,374,1,8
310,330,383,5,7
311,386,544,4,4
312,335,205,4,13
313,166,850,2,4
314,147,873,4,13
315,61,847,5,7
316,461,468,5,12
317,170,775,4,6
318,267,925,1,1
319,345,809,4,14
320,270,871,3,19
321,143,802,3,17
322,11,942,2,5
323,415,607,3,10
324,223,854,2,6
325,260,917,5,9
326,96,984,3,4
327,447,823,3,11
328,466,572,1,18
329,468,886,3,17
330,4,568,4,7
331,296,411,3,17
332,393,672,2,16
333,331,716,4,19
334,328,531,5,14
335,328,184,2,8
336,163,270,3,9
337,291,104,4,7
338,157,237,2,5
339,469,92,4,4
340,458,87,3,11
341,220,655,4,10
342,80,482,4,6
343,181,324,1,17
344,200,202,3,3
345,81,845,3,7
346,307,96,4,6
347,286,130,4,7
348,121,66,1,13
349,173,542,2,20
350,374,153,3,18
351,437,22,4,7
352,370,715,2,13
353,65,960,5,15
354,341,627,4,13
355,201,581,2,3
356,241,682,4,15
357,240,729,2,20
358,490,847,1,2
359,133,847,1,19
360,4,687,4,9
361,2,965,4,5
362,199,399,5,8
363,206,15,4,17
364,123,905,3,17
365,392,74,2,9
366,342,55,2,11
367,241,112,4,15
368,2,56,3,8
369,328,869,3,11
370,450,726,2,18
371,25,775,2,5
372,418,178,5,6
373,427,375,3,5
374,340,351,5,2
375,263,800,2,4
376,262,353,3,14
377,214,582,4,9
378,472,335,2,16
379,431,203,3,14
380,369,178,5,2
381,44,699,3,10
382,232,512,4,17
383,68,144,4,4
384,146,232,3,15
385,339,798,5,13
386,439,793,2,14
387,256,721,5,6
388,475,991,3,2
389,412,944,3,18
390,351,899,4,19
391,5,496,1,3
392,344,88,2,17
393,318,627,3,4
394,158,384,5,18
395,15,578,4,15
396,177,207,2,9
397,72,69,1,9
398,115,824,2,5
399,223,274,3,5
400,171,8,4,8
401,325,910,1,15
402,132,840,2,1
403,152,35,1,3
404,381,473,5,1
405,264,901,5,15
406,392,823,3,2
407,186,246,5,4
408,43,482,1,3
409,243,566,3,2
410,297,845,1,11
411,5,740,2,8
412,180,685,2,4
413,219,812,5,6
414,145,220,5,16
415,400,850,4,9
416,454,653,4,17
417,211,990,2,4
418,170,421,4,9
419,27,205,1,5
420,221,26,4,15
421,294,378,3,16
422,230,175,2,15
423,231,54,2,16
424,273,829,3,1
425,159,906,2,3
426,214,441,2,2
427,159,762,3,7
428,45,36,2,7
429,163,884,3,20
430,151,745,4,14
431,355,437,3,13
432,488,263,4,18
433,210,643,4,11
434,258,29,4,19
435,262,468,5,16
436,153,652,2,11
437,286,640,4,8
438,20,261,2,14
439,445,399,3,17
440,495,98,3,5
441,34,813,1,14
442,125,954,1,13
443,254,200,3,9
444,48,175,1,14
445,467,425,4,4
446,271,611,5,9
447,475,942,4,7
448,74,901,4,16
449,433,92,4,12
450,177,302,4,16
451,216,561,5,9
452,394,368,2,18
453,105,886,4,9
454,169,755,2,18
455,463,531,4,10
456,472,649,2,2
457,430,737,2,11
458,118,55,5,4
459,430,322,1,18
460,35,406,4,2
461,370,715,2,16
462,231,251,2,6
463,25,261,3,7
464,219,664,1,5
465,453,263,5,15
466,395,956,1,15
467,223,92,1,9
468,400,356,4,8
469,137,970,2,3
470,228,471,4,2
471,77,996,3,2
472,214,12,3,1
473,345,343,4,4
474,297,411,1,19
475,288,736,2,20
476,378,194,2,9
477,178,991,3,16
478,216,204,4,7
479,141,765,3,1
480,334,127,5,16
481,169,641,2,16
482,421,737,2,18
483,221,912,3,8
484,175,901,2,10
485,39,48,4,3
486,404,876,5,2
487,411,965,4,17
488,364,844,4,19
489,263,919,5,16
490,364,793,2,8
491,229,389,4,12
492,418,21,4,15
493,47,691,3,15
494,130,696,4,10
495,461,373,4,2
496,430,143,1,11
497,248,778,4,18
498,254,766,3,6
499,211,695,3,14
500,486,744,1,12
